Ajankohta (vvvv/kk);Hallinnonala;Kirjanpitoyksikkö;Taso2 virasto;VHSvirasto;Organisaatio 1;Organisaatio 2;Organisaatio 3;Palvelussuhteiden lukumäärä
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Alavuden poliisiasema;10
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Kannuksen poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Kauhajoen poliisiasema;12
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Kaustisen poliisiasema;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Kokkolan poliisiasema;44
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Kristiinankaupungin poliisiasema;11
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Laihian poliisiasema;5
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Lapuan poliisiasema;20
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Pietarsaaren poliisiasema;24
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Seinäjoen poliisiasema;68
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;PMP Poliisipalvelut -linja;PMP VH-sektori;Vaasa;61
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Pohjanmaan poliisilaitos;;;;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Henkilöstöhallintoyksikkö;Jyväskylä;7
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Henkilöstöhallintoyksikkö;Sastamalan poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Henkilöstöhallintoyksikkö;Tampere;7
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Joutsan poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Jyväskylä;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Jämsän poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Mänttä-Vilppulan poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Tampere;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Valkeakosken poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Hallinto- ja esikuntapalvelut -linja;SSP Talous- ja suunnitteluyksikkö;Virtain poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Jyväskylä;5
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Keuruun poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Oriveden poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Saarijärven poliisiasema;2
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Sastamalan poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Tampere;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Viitasaaren poliisiasema;2
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Keskitetty lupahallinto;Virtain poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Ikaalisten poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Jyväskylä;11
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Jämsän poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Kangasalan poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Keuruun poliisiasema;2
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Sastamalan poliisiasema;4
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Tampere;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Valkeakosken poliisiasema;2
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupapalveluyksikkö;Äänekosken poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Ikaalisten poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Jyväskylä;9
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Jämsän poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Kangasalan poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Keuruun poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Saarijärven poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Tampere;9
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Lupapalvelut -linja;SSP Lupavalvontayksikkö;Äänekosken poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP P Suunnitteluyksikkö;Jyväskylä;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP P Suunnitteluyksikkö;Kangasalan poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP P Suunnitteluyksikkö;Nokian poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP P Suunnitteluyksikkö;Tampere;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP P Suunnitteluyksikkö;Valkeakosken poliisiasema;2
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Ikaalisten poliisiasema;5
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Joutsan poliisiasema;5
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Jyväskylä;103
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Jämsän poliisiasema;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Kangasalan poliisiasema;11
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Keuruun poliisiasema;10
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Nokian poliisiasema;20
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Oriveden poliisiasema;4
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Saarijärven poliisiasema;6
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Sastamalan poliisiasema;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Tampere;163
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Valkeakosken poliisiasema;16
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Viitasaaren poliisiasema;7
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Virtain poliisiasema;6
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP RT-sektori;Äänekosken poliisiasema;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Ikaalisten poliisiasema;11
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Jyväskylä;106
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Jämsän poliisiasema;23
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Kangasalan poliisiasema;16
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Keuruun poliisiasema;12
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Nokian poliisiasema;27
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Oriveden poliisiasema;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Saarijärven poliisiasema;28
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Sastamalan poliisiasema;14
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Tampere;171
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Valkeakosken poliisiasema;26
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;SSP Poliisipalvelut -linja;SSP VH-sektori;Viitasaaren poliisiasema;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Paikallispoliisi;Sisä-Suomen poliisilaitos;;;;46
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Erityisvalmiudet;;;35
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Johdon tuki;;;13
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Operatiiviset valmiudet;;;42
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Opiskelijapalvelut;;;26
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Poliisikoiratoiminta;;;11
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK TKI-toiminta;PAK Poliisimuseo;Tampere;3
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK TKI-toiminta;;;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Yhteiset toimintaedellytykset;;;20
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;PAK Yleisvalmiudet;;;25
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisiammattikorkeakoulu;Poliisiammattikorkeakoulu;;;;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Asehallinto;;;15
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Henkilöstö ja neuvottelutoiminta;;;20
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Johdon tuki;;;7
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Kansainväliset asiat;;;6
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Liikenneturvallisuus;;;4
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Lupahallinto;;;12
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Rekisterinpito;;;4
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Suunnittelu ja talous;;;13
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tiedonhallinta;PHA Tiedonhallintaryhmä;Helsinki;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tiedonhallinta;PHA Tietosuojaryhmä;Helsinki;6
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tiedonhallinta;PHA Tietosuojaryhmä;Rovaniemi;5
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto;PHA KEJO;Helsinki;4
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto;PHA KEJO;Jyväskylä;1
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto;PHA POL IT keskus;Helsinki;11
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto;PHA POL IT keskus;Rovaniemi;77
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto;PHA POL IT keskus;Tampere;2
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto;PHA VITJA;Helsinki;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Tietohallinto ja tiedonhallinta;;;8
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Toimitila- ja materiaalihallinto;PHA Poliisin materiaalikeskus;Helsinki;5
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Toimitila- ja materiaalihallinto;PHA Poliisin materiaalikeskus;Kouvola;26
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Toimitila- ja materiaalihallinto;;;7
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Valvonta- ja hälytystoiminta;;;9
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;PHA Yhteiset toiminnot;;;14
2017/ 05;Sisäministeriö (hala);Poliisihallitus;Poliisihallitus;Poliisihallitus;;;;76
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 2;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 3;Imatran rajatarkastusryhmä 1;17
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 3;Imatran rajatarkastusryhmä 2;18
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 3;Imatran rajatarkastusryhmä 3;18
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 3;Imatran rajatarkastusryhmä 4;19
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 3;Imatran rajatarkastusryhmä 5;18
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 3;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 6;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;Imatran rajatarkastusasema 7;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Imatran rajatarkastusasema;;;6
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Henkilöstötoimisto;K-SR Henkilöstötoimisto sijainen;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Henkilöstötoimisto;;9
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Rajatoimisto;K-SR Johtokeskus;12
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Rajatoimisto;K-SR Rajatoimisto sijainen;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Rajatoimisto;K-SR Rikostorjuntayksikkö;31
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Rajatoimisto;K-SR Valmiusjoukkue;22
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;K-SR Rajatoimisto;;14
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kaakkois-Suomen rajavartioston esikunta;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kolmikannan rajavartioasema;Kolmikannan rajavartioasema 2;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kolmikannan rajavartioasema;Kolmikannan rajavartioasema 3;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kolmikannan rajavartioasema;Kolmikannan rajavartioasema 4;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kolmikannan rajavartioasema;Kolmikannan rajavartioasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Kolmikannan rajavartioasema;;;33
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajatarkastusasema;Nuijamaan rajatarkastusasema 2;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajatarkastusasema;Nuijamaan rajatarkastusasema 3;;137
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajatarkastusasema;Nuijamaan rajatarkastusasema 4;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajatarkastusasema;Nuijamaan rajatarkastusasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajatarkastusasema;;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajavartioasema;Nuijamaan rajavartioasema 2;;32
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajavartioasema;Nuijamaan rajavartioasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Nuijamaan rajavartioasema;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Pelkolan rajavartioasema;Pelkolan rajavartioasema 2;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Pelkolan rajavartioasema;Pelkolan rajavartioasema 3;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Pelkolan rajavartioasema;Pelkolan rajavartioasema 4;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Pelkolan rajavartioasema;;;33
