Ajankohta (vvvv/kk);Hallinnonala;Kirjanpitoyksikkö;Taso2 virasto;VHSvirasto;Organisaatio 1;Organisaatio 2;Organisaatio 3;Palvelussuhteiden lukumäärä
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajatarkastusasema;Vaalimaan rajatarkastusasema 2;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajatarkastusasema;Vaalimaan rajatarkastusasema 3;;124
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajatarkastusasema;Vaalimaan rajatarkastusasema 4;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajatarkastusasema;Vaalimaan rajatarkastusasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajatarkastusasema;;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajavartioasema;Vaalimaan rajavartioasema 2;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajavartioasema;Vaalimaan rajavartioasema 3;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajavartioasema;Vaalimaan rajavartioasema 4;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajavartioasema;Vaalimaan rajavartioasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vaalimaan rajavartioasema;;;33
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vainikkalan rajatarkastusasema;Vainikkalan rajatarkastusasema 2;;58
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vainikkalan rajatarkastusasema;Vainikkalan rajatarkastusasema 3;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vainikkalan rajatarkastusasema;Vainikkalan rajatarkastusasema 4;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vainikkalan rajatarkastusasema;Vainikkalan rajatarkastusasema 5;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;Vainikkalan rajatarkastusasema;;;2
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kaakkois-Suomen rajavartiosto;;;;3
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kainuun rajavartioston esikunta;KR Henkilöstötoimisto;KR Henkilöstötoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kainuun rajavartioston esikunta;KR Henkilöstötoimisto;;5
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kainuun rajavartioston esikunta;KR Rajatoimisto;KR Rajatoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kainuun rajavartioston esikunta;KR Rajatoimisto;;27
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kainuun rajavartioston esikunta;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kortesalmen rajavartioasema;Kortesalmen rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kortesalmen rajavartioasema;;;32
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kuhmon rajavartioasema;Kuhmon rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kuhmon rajavartioasema;;;21
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Kuusamon rajavartioasema;;;18
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Suomussalmen rajavartioasema;Suomussalmen rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Suomussalmen rajavartioasema;;;21
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Vartiuksen rajavartioasema;Vartiuksen rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;Vartiuksen rajavartioasema;;;61
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Kainuun rajavartiosto;;;;2
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Ivalon rajavartioasema;Ivalon rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Ivalon rajavartioasema;;;18
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Lapin rajavartioston esikunta;LR Henkilöstötoimisto;LR Henkilöstötoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Lapin rajavartioston esikunta;LR Henkilöstötoimisto;;8
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Lapin rajavartioston esikunta;LR Rajatoimisto;LR Rajatoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Lapin rajavartioston esikunta;LR Rajatoimisto;LR Rajatoimisto IV;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Lapin rajavartioston esikunta;LR Rajatoimisto;;29
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Lapin rajavartioston esikunta;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;LR Rajajääkärikomppania;LR Rajajääkärikomppania II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;LR Rajajääkärikomppania;;;18
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Muonion rajavartioasema;Muonion rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Muonion rajavartioasema;;;12
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Raja-Joosepin rajavartioasema;Raja-Joosepin rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Raja-Joosepin rajavartioasema;Raja-Joosepin rajavartioasema III;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Raja-Joosepin rajavartioasema;Raja-Joosepin rajavartioasema V;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Raja-Joosepin rajavartioasema;;;43
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Sallan rajavartioasema;Sallan rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Sallan rajavartioasema;Sallan rajavartioasema III;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Sallan rajavartioasema;Sallan rajavartioasema V;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Sallan rajavartioasema;Sallan rajavartioasema VI;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Sallan rajavartioasema;Sallan rajavartioasema VII;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;Sallan rajavartioasema;;;61
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Lapin rajavartiosto;;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Ahvenanmaan merivartioasema;Ahvenanmaan merivartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Ahvenanmaan merivartioasema;;;32
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;LSMV Henkilöstötoimisto;;8
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;LSMV Meritoimisto;LSMV Johtokeskus;26
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;LSMV Meritoimisto;LSMV Meritoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;LSMV Meritoimisto;LSMV Meritoimisto III;7
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;LSMV Meritoimisto;LSMV Rikostorjuntayksikkö;13
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;LSMV Meritoimisto;;7
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Länsi-Suomen merivartioston esikunta;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Nauvon merivartioasema;Nauvon merivartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Nauvon merivartioasema;;;37
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Porin Merivartioasema;Porin Merivartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Porin Merivartioasema;;;22
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Suomenlahden merivartioston esikunta;SLMV Henkilöstötoimisto;Vartiolaiva Merikarhu;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vallgrundin merivartioasema;Vallgrundin merivartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vallgrundin merivartioasema;;;29
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vartiolaiva Tursas;Vartiolaiva Tursas II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vartiolaiva Tursas;;;23
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vartiolaiva Uisko 1;Vartiolaiva Uisko 1 II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vartiolaiva Uisko 1;;;19
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vartiolaiva Uisko 2;Vartiolaiva Uisko 2 II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Vartiolaiva Uisko 2;;;20
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Virpiniemen merivartioasema;Virpiniemen merivartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;Virpiniemen merivartioasema;;;21
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Länsi-Suomen merivartiosto;;;;2
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Ilomantsin rajavartioasema;Ilomantsin rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Ilomantsin rajavartioasema;;;28
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Lieksan rajavartioasema;Lieksan rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Lieksan rajavartioasema;;;30
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Niiralan rajatarkastusasema;Niiralan rajatarkastusasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Niiralan rajatarkastusasema;;;71
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;P-KR rajajääkärikomppania;P-KR rajajääkärikomppania II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;P-KR rajajääkärikomppania;;;16
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Pohjois-Karjalan rajavartioston esikunta;P-KR Henkilöstötoimisto;;6
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Pohjois-Karjalan rajavartioston esikunta;P-KR Rajatoimisto;P-KR Johtokeskus;12
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Pohjois-Karjalan rajavartioston esikunta;P-KR Rajatoimisto;P-KR Rajatoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Pohjois-Karjalan rajavartioston esikunta;P-KR Rajatoimisto;;13
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Pohjois-Karjalan rajavartioston esikunta;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Tohmajärven rajavartioasema;Tohmajärven rajavartioasema II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;Tohmajärven rajavartioasema;;;39
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Pohjois-Karjalan rajavartiosto;;;;3
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;Raja- ja merivartiokoulun esikunta;RMVK Henkilöstötoimisto;RMVK Henkilöstötoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;Raja- ja merivartiokoulun esikunta;RMVK Henkilöstötoimisto;;7
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;Raja- ja merivartiokoulun esikunta;RMVK Koulutustoimisto;RMVK Koulutustoimisto II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;Raja- ja merivartiokoulun esikunta;RMVK Koulutustoimisto;;8
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;Raja- ja merivartiokoulun esikunta;;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Erikoisrajajääkärikomppania;RMVK Erikoisrajajääkärikomppania II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Erikoisrajajääkärikomppania;;;19
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Korkeakoulu- ja kurssiyksikkö;RMVK Korkeakoulu- ja kurssiyksikkö II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Korkeakoulu- ja kurssiyksikkö;;;8
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Merivartioinnin opetusyksikkö;RMVK Merivartioinnin opetusyksikkö II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Merivartioinnin opetusyksikkö;RMVK Merivartioinnin opetusyksikkö III;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Merivartioinnin opetusyksikkö;;;7
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Rajaturvallisuuden opetusyksikkö;RMVK Rajaturvallisuuden opetusyksikkö II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Rajaturvallisuuden opetusyksikkö;;;14
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;RMVK Tutkimus- ja tietopalveluyksikkö;;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Raja- ja merivartiokoulu;;;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;Lapin rajavartioston esikunta;LR Henkilöstötoimisto;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Esikuntayksikkö;RVLE Esikuntayksikkö II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Esikuntayksikkö;;12
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Henkilöstöosasto II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Henkilöstöyksikkö;RVLE Henkilöstöyksikkö III;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Henkilöstöyksikkö;;7
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Palvelussuhdeyksikkö;RVLE HR-palveluryhmä;13
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Palvelussuhdeyksikkö;RVLE Matkustuspalveluryhmä;6
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Palvelussuhdeyksikkö;RVLE Palvelussuhdeyksikkö II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Palvelussuhdeyksikkö;RVLE Palvelussuhdeyksikkö III;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Palvelussuhdeyksikkö;;3
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Viestintäyksikkö;RVLE Viestintäyksikkö II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;RVLE Viestintäyksikkö;;3
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Henkilöstöosasto;;;2
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Oikeudellinen osasto;RVLE Oikeudellinen osasto II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Oikeudellinen osasto;RVLE Oikeudellinen osasto III;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Oikeudellinen osasto;RVLE Rikostorjuntayksikkö;RVLE Rikostorjuntayksikkö II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Oikeudellinen osasto;RVLE Rikostorjuntayksikkö;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Oikeudellinen osasto;;;8
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Kansainvälisen yhteistyön yksikkö;RVLE Kansainvälisen yhteistyön yksikk II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Kansainvälisen yhteistyön yksikkö;;8
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Meriturvallisuus- ja meripelastusyk;RVLE Meriturvallisuus- ja meripelast III;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Meriturvallisuus- ja meripelastusyk;RVLE Meriturvallisuus- ja meripelastu II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Meriturvallisuus- ja meripelastusyk;;4
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Raja- ja meriosasto II;;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Raja- ja meriosasto IV;;6
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Rajatarkastusyksikkö;RVLE Rajatarkastusyksikkö II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Rajatarkastusyksikkö;;5
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Rajavalvonta ja -valmius;RVLE Rajavalvonta ja -valmius II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Rajavalvonta ja -valmius;RVLE Rajavalvonta ja -valmius III;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Rajavalvonta ja -valmius;;6
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Tilanne- ja riskianalyysikeskus;RVLE Tilanne- ja riskianalyysikeskus II;1
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;RVLE Tilanne- ja riskianalyysikeskus;;11
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Raja- ja meriosasto;;;3
2017/ 05;Sisäministeriö (hala);Rajavartiolaitos;Rajavartiolaitos;Rajavartiolaitoksen esikunta;RVLE Suunnittelu- ja talousyksikkö;RVLE Suunnittelu- ja talousyks Taloushal;RVLE Suunnittelu- ja talousyks Taha Kirj;6
